ID_Sujeto,Origen_Form,Identidad,Dilema,Orden_1,Bloque,Orden_2,Respuesta,Mantiene,SDO_Score,NDC_Score,expectativa_sin,expectativa_grande,expectativa_pequeña,Genero,politica,nivel_se,Gap_Size,expectativa_sin_num,expectativa_grande_num,expectativa_pequeña_num,Expectativa_Activa,Promedio_Gap_0,Promedio_Gap_1000,Promedio_Gap_1200,Promedio_Gap_2000,Promedio_Gap_2400,Promedio_CON,Promedio_SIN,Promedio_DIST,Delta_Mantiene,Delta_base
Suj_019,Respuestas de formulario 2,AQS,Bloque_CON,1,Bloque_9,5,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,1000,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,AJK,Bloque_CON,1,Bloque_11,6,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,1200,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,AEF,Dist,2,Bloque_1,1,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,0,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,AGH,Dist,2,Bloque_5,2,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,2000,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,ALM,Dist,2,Bloque_7,3,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,2400,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,ABC,Dist,2,Bloque_3,4,Opción 1,1,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,0,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,AQS,Dist,2,Bloque_9,5,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,1000,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,AJK,Dist,2,Bloque_11,6,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,1200,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,AEF,Bloque_SIN,3,Bloque_1,1,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,0,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,AGH,Bloque_SIN,3,Bloque_5,2,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,2000,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,ALM,Bloque_SIN,3,Bloque_7,3,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,2400,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,ABC,Bloque_SIN,3,Bloque_3,4,Opción 1,1,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,0,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,AQS,Bloque_SIN,3,Bloque_9,5,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,1000,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_019,Respuestas de formulario 2,AJK,Bloque_SIN,3,Bloque_11,6,Opción 2,0,1.9,5.333333333333333,-1,-1,-1,Mujer,4,6,1200,-1,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
Suj_023,Respuestas de formulario 2,AEF,Bloque_CON,1,Bloque_1,1,Opción 1,1,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,0,0,-1,-1,0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AGH,Bloque_CON,1,Bloque_5,2,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,2000,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,ALM,Bloque_CON,1,Bloque_7,3,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,2400,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,ABC,Bloque_CON,1,Bloque_3,4,Opción 1,1,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,0,0,-1,-1,0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AQS,Bloque_CON,1,Bloque_9,5,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,1000,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AJK,Bloque_CON,1,Bloque_11,6,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,1200,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AEF,Dist,2,Bloque_1,1,Opción 1,1,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,0,0,-1,-1,0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AGH,Dist,2,Bloque_5,2,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,2000,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,ALM,Dist,2,Bloque_7,3,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,2400,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,ABC,Dist,2,Bloque_3,4,Opción 1,1,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,0,0,-1,-1,0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AQS,Dist,2,Bloque_9,5,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,1000,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AJK,Dist,2,Bloque_11,6,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,1200,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AEF,Bloque_SIN,3,Bloque_1,1,Opción 1,1,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,0,0,-1,-1,0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AGH,Bloque_SIN,3,Bloque_5,2,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,2000,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,ALM,Bloque_SIN,3,Bloque_7,3,Opción 1,1,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,2400,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,ABC,Bloque_SIN,3,Bloque_3,4,Opción 1,1,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,0,0,-1,-1,0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AQS,Bloque_SIN,3,Bloque_9,5,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,1000,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_023,Respuestas de formulario 2,AJK,Bloque_SIN,3,Bloque_11,6,Opción 2,0,2.5,4.833333333333333,0,-1,-1,Hombre,5,6,1200,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666
Suj_026,Respuestas de formulario 3,ALM,Bloque_CON,1,Bloque_1,1,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,0,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,ABC,Bloque_CON,1,Bloque_5,2,Opción 2,0,2.4,5.166666666666667,1,1,1,Hombre,5,7,2000,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,AQS,Bloque_CON,1,Bloque_7,3,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,2400,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,AEF,Bloque_CON,1,Bloque_3,4,Opción 2,0,2.4,5.166666666666667,1,1,1,Hombre,5,7,0,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,AGH,Bloque_CON,1,Bloque_9,5,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,1000,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,AJK,Bloque_CON,1,Bloque_11,6,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,1200,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,ALM,Bloque_SIN,2,Bloque_1,1,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,0,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,ABC,Bloque_SIN,2,Bloque_5,2,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,2000,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,AQS,Bloque_SIN,2,Bloque_7,3,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,2400,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,AEF,Bloque_SIN,2,Bloque_3,4,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,0,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,AGH,Bloque_SIN,2,Bloque_9,5,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,1000,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,AJK,Bloque_SIN,2,Bloque_11,6,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,1200,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
Suj_026,Respuestas de formulario 3,ALM,Dist,3,Bloque_1,1,Opción 1,1,2.4,5.166666666666667,1,1,1,Hombre,5,7,0,1,1,1,1,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8333333333333334,-0.3333333333333333,0.1666666666666666
